y,x,flux,peak,sigx,sigy,ecc,is_star_initial
533.7070453426285,1733.7600979103925,86303.0,4271.0,2.2955965042920305,2.3658239163874653,0.24184106784069517,False
661.3519148415734,349.157886667925,812317.0,31467.0,2.2407105720772282,2.295412593433917,0.21701179859397762,True
662.6311761176678,350.7167693915329,798331.0,29655.0,2.27201889260701,2.210587367743371,0.23096650684452047,True
813.439354157407,1398.028854266665,195078.0,13561.0,2.0077942567755134,2.081914430717089,0.26445484404386826,True
854.1248920784311,719.4011936074205,151503.0,10302.0,2.0851840415971035,2.1431810961168,0.231062964340622,True
945.7745681897827,1282.0058620851928,82501.0,5307.0,2.24326412668359,2.260518897598068,0.12332047437267099,False
966.6636522267479,1092.081277913719,100544.0,6675.0,2.1784180710689998,2.198736642953846,0.13563423567083757,False
1023.801542239188,277.80382304422557,180312.0,10855.0,2.2077272426708956,2.211172527681058,0.05580164770163307,False
1036.0183414202013,1575.5493025486358,171640.0,10337.0,2.0738377753881663,2.1546081041771523,0.27123643308941503,True
1109.7489477574163,1330.2391553831674,420711.0,27391.0,1.9430681593015704,1.9596194246283172,0.12969575390960295,True
1131.5453861622746,710.1726170033095,75569.0,4698.0,2.2995386845983194,2.312880635776662,0.10725581438839987,False
1206.4289191723972,1159.5552676881996,88188.0,5421.0,2.2317523293319836,2.245082657985987,0.10881120923655486,False
1322.787183523418,724.0214766908016,860715.0,32767.0,2.342411728096065,2.2385483511235083,0.2944735142294765,True
1337.4476830444255,1686.124919337373,104644.0,6020.0,2.2453627492608144,2.268405887250652,0.142173839436956,False
1344.0058155848117,1204.766442565483,253677.0,16771.0,2.035048804486983,2.011396322592605,0.15201987046304577,True
1366.414311850463,1201.5488181143521,317693.0,18492.0,2.0335466963514066,2.0404718453678266,0.08231812229111618,True
1389.662122362441,189.85319871708455,304491.0,13889.0,2.1949532621342756,2.190760721701331,0.06177795180135357,True
1427.390295374558,489.94854431052545,110690.0,6070.0,2.265301768018982,2.2496021685291816,0.11752830691698375,False
1432.288789465051,1120.7346327359814,479932.0,32767.0,1.9728944589495736,1.9755295891708085,0.051633242165944955,True
