x,y,flux,peak,area
722.5704713085119,358.50023300284425,62231.00000000029,12054.000000000007,48
498.9642646417485,111.26094764115852,38981.00000000013,12030.000000000005,35
71.48646318222279,996.272859980655,108666.60275763761,11809.961187712159,36
527.3835587647454,572.1423614176032,42271.31644192294,11653.72077757954,31
768.4564407570706,274.92810766018107,38344.58964443529,11448.953276837487,30
1007.1143121752228,702.145156809752,32702.80726207505,11447.724943245168,25
113.84175619867527,446.6804743086874,44093.69320032532,11342.527518626632,36
354.0528613526394,814.4214563767807,192409.0,11293.000000000007,101
501.18504201680673,475.89968487394947,47599.99999999958,11269.999999999982,25
739.8625887201403,408.96680149584074,26206.000000000025,11173.000000000007,20
26.001724210437782,228.02891206526775,47557.99999999984,11087.999999999982,35
283.27270617584776,119.12926058074436,34472.999999999935,11079.999999999989,21
96.61810793870362,748.5189011606545,46267.000000000284,11068.000000000007,31
992.4707965581165,45.640787981075185,36143.0000000001,11051.000000000011,13
633.4071947711168,50.42378089247202,35960.27922242063,11039.00000000001,28
628.4005100164284,330.86332540519334,40782.99999999998,11025.000000000004,25
598.3536800785083,535.1786064769382,50949.99999999987,10940.999999999998,28
120.6614284910604,195.26549999500006,106470.61105188983,10809.027154485706,56
62.60268956852549,159.86881359587753,114890.82732490746,10786.638995848221,41
667.5712750441389,139.2609963921087,39080.99999999991,10761.499999999998,28
731.708160912888,186.49313675160258,49022.17163839559,10658.000000000018,35
361.59275366048223,796.2841409124829,38861.00000000019,10532.000000000013,22
132.34579052566735,598.1986614587059,32696.641781801827,10525.187517051672,27
328.01905935927437,637.3179891504034,23348.10911502505,10505.800976830695,12
643.547068918113,676.0753221310723,41461.91770655595,10498.26976073078,26
262.23995549337894,1.786603223143805,111268.37342577767,10478.999999999989,40
769.7634282631061,38.502393973858204,44794.10594848957,10473.05677398578,29
979.1317735889202,3.907698291154994,22864.97639385348,10436.500000000002,12
571.2002372381943,76.2387715054365,32605.348610189743,10396.000000000011,22
991.7359078244576,86.85256293268118,82190.99999999945,10342.999999999978,57
368.3264063534083,169.01409662475183,30220.000000000004,10342.000000000007,25
220.51325989392086,728.9672765694795,95589.00000000023,10309.99999999999,50
684.2938093158082,733.9371401342174,25183.000000000073,10231.000000000007,15
334.1491321382945,0.0,783341.9853496533,10181.157242269037,125
841.5694008783689,216.99113849686174,58000.96660520085,9966.492730189228,58
378.8500893551252,104.97368997715611,182808.79465594937,9951.53187390713,144
503.97250501002003,421.6611222444889,24950.000000000022,9866.999999999998,16
428.5714600508115,280.73476953388285,38574.00000000018,9828.500000000016,26
897.827478384776,23.03499395577432,38250.14089971478,9792.349619021928,24
4.946824475599024,131.88581071404514,32396.74136317034,9782.515504390225,27
481.97493181203004,424.28749297299544,24014.500000000175,9766.500000000016,17
151.2103330560257,241.00490547634755,34858.99999999994,9710.000000000002,33
405.15090505601455,232.54084115397984,37401.00000000018,9685.000000000011,27
1015.5578367765066,369.9323459108759,23427.999999999807,9524.999999999985,15
105.45447843018638,110.47005557866082,52897.99999999977,9504.499999999989,32
48.96045550643859,171.21828752642705,20811.999999999938,9439.499999999989,10
1012.9619744536277,866.6348698180392,30610.999999999916,9344.999999999989,19
979.9320914964575,129.0967491362379,38117.74581367411,9187.660642513634,22
927.4256177587993,145.82534773462277,31848.999999999953,9141.499999999993,30
989.9030519764827,578.6335057760059,25841.596582275797,9100.039254720814,18
596.8896145943407,577.8187469126599,19756.11714558481,9024.12621222284,13
951.113805468066,688.7604416399985,30969.446415031598,8861.49744833485,21
702.3625752087604,722.6531903186382,54545.13029490946,8751.540731728559,30
638.1948137736827,527.774016039747,105880.08004748305,8716.352518220037,71
681.4219797619932,625.3918454192335,40418.99999999993,8691.499999999987,24
1003.1065919936739,62.961215433108045,126866.0736910095,8681.499999999975,51
380.4249018102818,188.81067220066913,33523.29601610262,8649.53149255013,27
1011.6878220501982,82.36074964975185,168451.9999999993,8642.999999999989,106
989.582555201582,973.8374528543704,27309.00000000002,8636.0,12
5.388439773645918,868.5691499284874,32161.999999999854,8626.99999999999,20
899.5653728897385,728.2799398144253,31875.999279481675,8517.000000000022,27
877.3598992733615,133.0296747999204,39356.05677041928,8516.562430232418,24
338.06576903158987,372.4997410668048,30896.000000000127,8512.499999999996,24
120.7560311925424,484.25901423411653,62142.40224758612,8439.961050872284,39
859.9546803482393,516.4094883625485,27412.231194170312,8398.567040088205,22
60.07997663743488,647.3053198679454,21241.63434696449,8339.0,13
368.52685839572695,113.80607841765216,42872.99999999973,8321.999999999995,42
650.9328520416085,720.4039163173419,51528.000000000175,8318.0,35
552.9607795548868,301.21148945465137,20601.49999999985,8287.499999999989,19
571.7547160623336,119.01231246309258,20629.503462466626,8246.865102320076,17
958.6665569512018,357.07471074630416,22205.64084913662,8168.875915547291,16
741.7059280639429,879.7758436944933,22519.999999999978,8071.499999999987,14
176.81900764675441,851.2646754441442,34786.00000000007,8049.0,21
580.3530453047026,899.6939158491467,38989.3138209779,8026.673641334943,31
135.54490031883955,12.431747310886088,28540.99999999995,7969.500000000007,28
269.05229708622824,655.3845532396186,18567.000000000007,7920.0,11
364.8353137927999,1016.3910307191269,22722.000000000065,7914.000000000009,16
970.4874743667904,329.425843817547,36085.99999999994,7908.500000000013,24
568.4054687698385,522.2918207563839,23748.765314555123,7770.730442879598,12
478.8162493659796,950.4370360123577,21687.00000000006,7707.0,11
295.2066152559695,88.68558951965062,26907.500000000084,7706.5,21
36.66708095829941,435.93507050100715,23333.000000000004,7672.000000000007,17
981.2080916201955,332.6708709158277,26719.000000000084,7481.0,18
976.1288297132993,671.1135918115687,435155.77210266265,7454.000000000022,249
12.164523634582416,198.7272226304188,16332.00000000003,7379.000000000007,10
784.0523259470135,0.007427015309665047,355904.5007720283,7323.1770216066,62
881.586224705385,755.8627165594629,21299.000000000022,7281.000000000002,14
539.3994885146188,725.8395963412667,21701.500000000215,7272.500000000018,19
284.63127886676546,136.95191266491352,45251.000000000044,7269.000000000004,31
680.2528858106908,998.8882969277216,16893.000000000025,7238.500000000009,10
364.045608608378,42.07529040113199,15194.499999999918,7230.49999999998,9
990.5509414451598,0.0,352571.5376520802,7229.4576552483395,56
817.1963680770579,377.4742564666934,28266.131956214616,7167.0,23
603.3232637807538,390.51935442504623,27293.50000000016,7161.500000000016,19
305.04040607096186,792.8127449994975,19898.000000000106,7109.000000000011,16
640.8958921727394,718.2137377807703,13477.87833112603,7093.365901993055,10
245.6713360642361,643.9751428319665,22696.841997491883,7041.419200598477,24
862.988029875434,0.0,251960.61940579923,6974.503061687163,39
263.17741187384047,480.22417091836735,17247.99999999995,6970.499999999998,12
469.17533243958115,717.6550237327441,27599.00000000022,6905.000000000022,23
30.921357927517878,687.3132507443277,29221.000000000022,6876.500000000002,24
328.1591408884328,162.05739627620582,13641.99999999998,6873.000000000002,9
775.5443112381995,349.51766992874235,31154.624788135432,6838.65103283897,24
937.9667626171818,959.7378068014913,13599.145350000588,6838.4953113124375,10
542.8342016549188,806.6953110634385,16314.999999999905,6825.999999999993,13
954.864676746992,982.0933763906738,14335.124341795647,6812.000000000011,8
414.51874182534726,0.0,179144.7704686305,6810.063231022532,28
139.5771527274278,372.0420522881391,46894.00000000025,6768.000000000004,54
889.4925000492814,0.0,52774.702186292525,6755.181416726104,8
650.5013919729697,0.0,63938.023176020215,6727.202317602023,10
9.899646092016077,344.3549877031972,16670.9999999999,6719.999999999998,14
930.5228658012848,0.0,395345.24486676446,6706.066382673125,62
287.915247534172,905.6083847076443,197867.43471128502,6691.505757423369,360
692.7886961003264,847.2090133424955,17462.99999999999,6658.999999999989,12
1007.8915688830944,565.2001303780964,13806.000000000018,6610.0,8
155.74584408912978,0.0,1199481.8472751887,6588.3435885974595,194
184.22388829014577,428.6757883885479,21340.999999999967,6584.999999999993,20
748.5149870770084,0.0,25722.160484091306,6584.290121022836,4
823.9875038772235,0.0,109174.8428306272,6557.3541958705755,17
741.9747809036872,0.0,31840.950605114125,6541.790121022819,5
312.9017143059373,502.534820932666,20074.132037367574,6536.633252335472,16
872.3933422991437,516.1145321221147,20440.78939186099,6524.067040088203,17
443.4746849816792,0.0,163900.7244937864,6512.563231022528,26
349.04450189271535,931.2694118733266,21662.000000000047,6511.999999999996,17
169.80382261355095,370.1771716954794,18626.000000000124,6508.000000000004,20
520.4841338697806,0.0,38194.56865792519,6494.4281096542,6
630.0237968524291,888.868547099521,13153.000000000015,6493.000000000011,9
480.5235768750999,0.0,113840.36216134173,6485.575675630087,18
8.217766197120206,254.81026093477033,13303.258440982338,6468.575018297977,7
466.51111865223663,0.0,37639.45405378065,6456.0756756300925,6
610.5076810071774,0.0,37950.75219518908,6411.292032531515,6
701.5443044323239,0.0,62463.31804296658,6402.782466121427,10
566.9280013469447,0.0,438301.97160792776,6397.4281096542,71
241.60735519863587,772.127389467398,28890.077419726054,6375.0,28
111.46532326763213,30.7268748347678,34042.99999999994,6344.999999999985,23
668.0325788026233,993.5434736619421,18908.00000000007,6343.000000000004,15
714.0002673886822,0.0,56098.11108920552,6339.79012102283,9
990.9065391001819,994.1349727208035,12647.000000000044,6327.000000000011,8
799.7036751972292,489.9350907574883,15591.000000000044,6306.000000000011,13
681.441073248047,178.8840710970225,17665.999999999778,6279.499999999976,16
337.77309606554894,250.84976747487002,56358.292764785154,6277.621790130361,68
676.0019953506223,0.0,18543.106952806065,6270.702317602023,3
836.9988747040524,0.0,30554.43013323965,6230.947749006667,5
605.0189890388742,0.0,18168.376097594522,6224.792032531495,3
252.59861037974878,217.02845171719014,12512.425792127287,6209.189318334244,11
933.9025515434561,6.220697118122794,17558.000000000055,6204.0,16
31.560813968307915,821.1719274395681,23539.000000000084,6182.000000000004,29
600.1329959078182,458.3920417833297,27857.999999999913,6152.499999999989,14
940.0591456385295,80.31321250160113,62456.00000000023,6152.000000000015,45
5.136937431394073,177.8448591291621,10931.999999999982,6133.999999999993,9
521.4770764802631,83.5299650493421,19456.000000000015,6114.500000000002,12
650.0644916540211,169.61217462355552,17133.99999999986,6053.499999999998,16
523.018624796968,517.648294531673,13852.500000000124,6043.500000000022,7
689.300644831769,871.949243439954,15662.999999999989,5984.000000000004,10
259.2951379116774,552.3681525768696,12180.746213078655,5959.873106539306,8
971.1968089914137,827.847709605237,11438.331062853817,5881.204472032838,6
896.0450913293863,422.0605958995242,12127.123389339387,5858.189832430162,12
719.3408529741863,418.4029180695847,17819.99999999984,5836.999999999991,12
973.5628157376486,25.012329822758797,46715.999999999854,5812.499999999991,22
696.6455165808691,10.097749311624565,16706.000000000186,5802.000000000004,15
289.5439473397154,452.8223952813612,47284.412628275386,5786.000000000007,75
1018.1724351572841,182.59158241572555,35509.00000000002,5783.5,14
676.6960948456144,700.2422997187238,17391.113236370267,5781.559646970443,12
491.53913145128297,405.9829914080309,17109.000000000113,5772.000000000015,12
10.902604826007856,574.5526414576918,16763.42782146407,5758.433360006282,22
561.5559151966338,221.90888493283703,18536.999999999996,5757.999999999993,9
108.7131917125623,430.07600314712823,19065.00000000002,5748.000000000004,20
808.0781232627951,545.4796723863172,26983.00000000004,5664.000000000011,19
302.5060683278646,643.132207846288,49200.31849627096,5566.39084646646,43
71.68350281557635,1013.6682712540058,248701.42579490624,5557.020372745035,186
736.1706938594547,27.535225005542014,22555.000000000047,5548.000000000002,16
68.6409262482557,808.5236076668658,33760.21885291582,5527.9999999999945,34
113.8658103404973,1005.6908614689104,13935.500000000011,5483.5,7
913.790239606989,342.85391852435464,10788.499999999838,5475.499999999973,7
320.1619347753093,365.94805543772355,10896.231967222147,5457.111802715628,9
726.8054934823091,596.2351024208567,10740.00000000008,5431.000000000015,6
67.63818214862069,196.4613243575144,23402.755046213453,5422.588157202852,15
672.6462954545456,324.12049331693095,15931.375698780808,5419.000000000004,11
935.9808616336835,12.960745989087059,12278.999999999905,5397.999999999989,11
444.22414599758145,297.9051083841529,35478.1008535564,5397.400475360231,36
861.0094494909467,275.6119002621472,16403.000000000065,5391.000000000007,14
1003.2762609359403,935.8808643062652,17030.99999999993,5341.999999999993,10
868.4140882159315,979.0,9113.999999999996,5339.999999999991,2
572.7970603904163,641.3119219385999,13756.817374332259,5331.538851327268,12
59.74172100792173,429.5796809539155,12412.000000000011,5315.1205751622965,4
779.1762481393572,223.73617089753387,24856.999999999873,5278.999999999996,35
47.3008912374793,598.6757630727976,12678.999999999985,5271.999999999996,5
207.42727898966703,557.4846842709529,21775.000000000015,5269.000000000002,16
481.0489424327469,338.44219316859466,14609.000000000182,5266.000000000013,12
572.5497946326848,670.9363688962906,14662.640526553707,5249.077688047486,12
289.87491727332895,159.3217148319729,13598.999999999905,5237.999999999991,10
285.41513230780936,193.3794809049319,18914.353791260102,5206.369539314277,15
651.8024938731471,576.8433577084695,60212.470163404985,5144.409131106264,54
943.3654428904429,668.2738927738928,17160.000000000182,5143.000000000011,15
140.35407233647922,28.307184550761015,18330.999999999964,5129.500000000002,14
609.8050028425241,471.9425810119385,12313.00000000002,5121.0000000000055,9
63.34061197983541,192.94068111236865,13682.147071690284,5114.833963750276,9
780.1567803458865,781.2196541134638,12373.999999999956,5044.999999999996,17
529.2732243549581,363.6070513185624,17557.000000000135,5027.000000000011,13
594.358928640645,54.06949881778364,25799.000000000076,5005.000000000004,22
950.2711310739077,775.3645365455288,19591.99999999988,5000.9999999999745,16
926.9938222715032,310.76968160937747,12625.999999999818,4988.999999999989,16
876.4957303037054,663.7438182223214,13466.999999999956,4980.500000000002,12
363.0573901891632,14.978305012290264,9357.000000000047,4967.000000000015,6
445.90800464332966,228.05487108182263,9349.186911572015,4942.364641472977,9
66.00948739368506,326.2921594121838,11136.5640881082,4866.826008864689,10
248.85100895160065,654.8585950538613,6590.999999999993,4866.000000000002,4
516.0354790774513,425.75029173556453,9945.45046084805,4820.730586803649,10
367.0439920014543,778.7561352481366,11002.00000000004,4795.000000000004,8
1004.8900074319303,882.4714546314439,14800.999999999964,4772.999999999978,12
260.1631972244462,422.10528422738184,7494.000000000069,4748.000000000015,5
665.1375541046145,363.6077690558286,27262.000000000146,4747.0000000000055,25
738.007695677071,572.1154508412319,8316.357275656574,4731.408944065697,4
940.4058030450608,720.5497513713026,19507.000000000156,4715.000000000018,14
904.0630558500853,20.577088697985417,46213.00000000007,4569.0,25
1000.5175431832204,430.16425046267733,12968.000000000044,4506.500000000007,6
440.31568646638607,1007.1276380598231,30656.999999999796,4497.999999999993,29
615.8986087287974,750.1097770154374,7870.500000000015,4488.500000000007,5
755.4636320976067,645.9630846238073,12785.999999999894,4484.4999999999945,12
864.0308242126424,283.363115181297,13430.99999999993,4412.999999999993,11
662.5876060820368,737.8650990099011,11312.000000000018,4410.000000000015,8
332.4315388312848,422.79550916706717,14562.999999999909,4397.499999999991,14
1011.8658717033685,733.8052920184523,11489.000000000007,4353.000000000007,7
855.6725353849189,724.1330571583568,20277.000000000247,4345.000000000018,25
22.446686708455935,412.9314954586158,15634.000000000196,4303.500000000004,14
516.3361879429689,845.9664369634088,10815.469542323392,4283.500000000009,7
337.623140024412,699.2161655951227,14691.08597168234,4261.5,12
895.7856992925692,905.8009444548375,7185.4612288887765,4215.3059021607405,3
428.5001659842868,21.80657297775811,9036.999999999949,4205.999999999978,5
92.19147920661923,387.1898462632704,6769.737028874708,4188.263875309884,3
158.0416430915469,903.9308588887632,8837.000000000044,4186.000000000007,5
936.626119848696,308.410047116597,15068.999999999924,4172.499999999989,16
416.2008694540339,306.7876230661041,7820.999999999964,4144.000000000004,6
179.7967317883242,946.0592192399271,81833.19487625381,4143.866126889134,133
894.0276227005309,33.756752344680784,7425.443387363473,4122.401105620253,10
517.0209611055043,47.48443443832001,12880.999999999978,4095.0,10
756.3363598603437,65.51797789624943,15568.191359444922,4087.3513793601433,14
242.06483629106208,12.649927180538322,9269.500000000055,4080.5000000000036,7
778.9971345460862,45.52963139842834,11516.499999999989,4061.4999999999927,7
881.5295103169287,67.20768280617278,14926.983029738265,4014.5151882619903,14
655.3374831350422,937.8959278793083,16305.999999999956,4007.4999999999964,14
24.898994974874366,626.994472361809,7960.00000000002,3912.0000000000055,5
123.63696969682056,30.712706657754843,18308.704710351554,3900.027700210834,13
13.43385360153576,662.7168850680245,11981.000000000091,3774.000000000011,13
441.1785824187096,36.844394296850965,9748.999999999916,3744.999999999989,8
957.2267436207098,69.32775425688929,33558.465086236545,3730.5669056893457,16
66.27304219231583,93.06291450207507,8742.022615765518,3722.081595482263,7
621.5936179775281,482.05456179775285,11125.000000000015,3687.0000000000073,9
856.6529928461468,35.7935343656615,11043.000000000131,3676.0000000000127,12
767.8330770153968,168.77653345162997,7640.161911794712,3667.3206114167206,4
308.0693488618316,418.7143109228869,5666.999999999985,3654.9999999999964,3
504.0962103245722,669.3770213170012,14803.37856614451,3653.1189283072235,20
87.09098636168983,250.88010399708398,6022.880680382103,3649.0,4
262.9290396420768,284.3078763916346,9610.999999999905,3648.999999999989,9
208.01982156875073,69.74021869924687,14529.62697461342,3643.262697461343,10
740.1805436826808,419.53556163446746,11698.000000000011,3631.0,10
984.5132095128535,762.5908455124281,14307.870554874069,3614.999999999982,11
760.546184585286,507.37290427114146,12850.607974985069,3586.1825598173,12
985.5776944704779,393.2595126522962,10670.000000000036,3514.0000000000073,11
107.45625881130817,852.8293388736366,13477.000000000124,3488.000000000018,11
305.3156477242122,945.164826286022,9282.49999999999,3468.5000000000055,7
366.8324855431104,894.1399405309015,6068.522194926925,3449.565199605775,4
861.8252963793655,215.94969561038127,6241.999999999985,3448.4999999999964,4
299.42024230186775,879.0,5943.000000000011,3445.500000000011,2
906.0595467338171,235.0217745519182,6751.000000000058,3442.500000000009,10
991.5610113850666,422.83264650415595,14317.000000000098,3433.0000000000127,10
260.9488178202695,794.8026270772157,49029.60315752335,3426.3451599514447,55
86.4910760700052,28.418644948882346,11542.000000000007,3401.500000000002,4
22.224448187217448,691.6281358035635,11280.999999999996,3356.0,16
739.1280852928289,357.35796699284356,6847.0,3338.0,5
699.0974185863814,395.3715508639442,8279.671822950695,3325.011128322207,7
180.34874649368862,336.31144810659185,22816.000000000004,3316.9999999999964,10
752.0488878315689,74.66979897704294,8406.999999999949,3208.999999999991,8
467.5249622231617,452.29559782503867,10255.49680979073,3199.249920181981,8
619.7609611661542,841.2577155221501,8781.00000000003,3143.0,8
359.3054333183655,299.54979793444096,11135.000000000102,3124.0000000000073,12
442.8623193558648,172.8122551153153,8618.077678745936,3113.051680396902,10
562.4158514342563,42.92472226828055,6030.9999999999745,3068.999999999989,3
283.634456928839,1005.933520599251,5339.999999999967,3032.9999999999927,3
528.2905759162304,755.5876963350785,6876.000000000051,2993.000000000009,4
212.1886661320502,941.1236033146217,18704.999999999767,2979.9999999999964,29
966.3181925996204,798.5703273244782,16863.99999999994,2976.9999999999927,13
81.12681173424032,30.74305260309976,25873.000000000167,2960.000000000018,15
929.6967726396917,923.0,4151.999999999985,2892.999999999991,2
65.83971289698083,175.417990777817,8929.290315074357,2880.5227689236035,7
537.8055563989014,835.6864163126797,7416.032164872002,2863.9999999999927,9
670.862388216728,928.4743293003683,9504.99999999996,2843.5000000000036,10
782.9379727685324,549.5960665658095,5948.999999999978,2835.000000000009,6
736.0976362988479,938.4639505879557,8418.999999999935,2809.4999999999854,8
630.886582083814,481.4261181596822,7803.000000000029,2799.0000000000036,7
197.81130529916828,929.3882463146668,16460.451651847172,2787.838711447592,22
404.68122146118714,559.1835045662101,7007.999999999927,2770.9999999999927,6
485.9959132669057,1017.3267051199404,8564.297983790837,2762.588664865636,9
102.38386460388332,37.941542934274736,28892.999999999847,2686.9999999999873,18
683.0,840.6940627430646,3857.000000000011,2677.0000000000055,2
655.5265314484736,300.33241139110834,9762.000000000025,2671.0,13
8.467185115197328,911.2482738571117,27517.999999999945,2594.9999999999927,14
853.7250683684629,320.28248021893774,7932.344343132627,2588.401495901817,8
998.3576063028619,107.89329162321862,8630.99999999989,2574.4999999999945,10
556.1858107424903,4.627128083690405,5800.241588602861,2559.7471962009477,3
590.1839909868991,772.267966356335,6108.99489666965,2539.9999999999964,6
339.4482807592371,445.0144685377567,6796.310131673199,2536.80096272584,6
44.76869398204319,712.0826556203775,326771.6208373472,2531.0,273
150.60292942743007,872.482290279627,7510.0000000000255,2518.0000000000036,4
924.4292526929983,673.7485412926392,8912.00000000003,2517.500000000011,6
273.14146114471845,618.282456956724,4298.000000000004,2512.0,5
20.51074812614906,678.8379295714891,14142.000000000022,2498.000000000011,20
900.0,459.6165443261447,4049.961208869463,2496.980604434728,2
841.1778546712803,471.0991596638655,10114.999999999942,2471.9999999999945,10
608.5187564058763,175.9432866416126,7317.500000000009,2454.500000000002,7
898.1764591395274,529.7340315279318,12085.424663142756,2451.8801907407324,6
223.27654924145023,924.8936744664438,7778.000000000069,2437.0000000000146,5
935.5764656616416,621.8954773869347,5970.0,2428.5,6
152.2631870567376,392.18561613475174,9024.000000000091,2416.0000000000073,8
740.4249336229784,155.00000000000003,4142.999999999989,2382.4999999999964,2
209.1926260346125,481.7284926009531,7973.999999999949,2363.999999999989,11
584.0000000000001,561.4384337349397,4150.000000000022,2330.5000000000036,2
464.5006571741512,5.0,4565.0,2285.4999999999964,2
315.99999999999994,318.66328272513334,3397.083843110162,2253.2270289645567,2
594.8668763691513,910.0763354490816,35606.00000000036,2230.000000000009,56
752.5984156820624,496.0,3723.99999999996,2228.4999999999764,2
896.5961049409602,565.714929233395,12197.123117774696,2222.8801907407214,15
810.593367460494,359.19897618517695,4492.999999999978,2214.9999999999945,4
767.4311803152374,30.49924871119494,8708.0281627154,2214.5281627152435,11
909.5324282665401,526.9718994545887,16867.999999999898,2211.999999999989,26
281.0,551.7785485592316,2811.0000000000146,2188.5000000000055,2
178.76865671641792,27.44130697862041,4958.000000000036,2188.000000000011,3
38.48731707317073,156.20536585365855,6150.000000000073,2167.000000000018,5
499.5566315061387,645.0938959017811,5782.999999999945,2153.999999999989,6
243.73011956728033,410.476371227937,5269.000000000044,2141.5000000000036,4
826.0,20.218094887826403,2718.9999999999745,2125.999999999991,2
266.6629910321504,64.71199723473936,10527.011883271174,2116.000000000011,9
502.3554371560641,864.0958109272424,254421.07328288804,2083.7239067353767,208
929.5218068535825,420.53878504672895,6420.0000000000255,2065.5000000000055,4
151.6440329218107,936.9224438113328,6317.999999999985,2059.9999999999927,9
705.720974772324,50.68919787171898,15699.260941624041,2051.732993618243,23
225.25740835589374,120.80229750493889,6833.500000000018,2029.5,7
250.6881637381734,115.41243483297934,5179.000000000029,2015.500000000011,4
270.0,421.3829260748531,3232.9999999999964,1994.9999999999964,2
706.4602872167934,141.994363373208,6031.976438144786,1993.8449305558315,6
442.45920030792325,954.3545512008232,5943.672308695288,1969.1680771738156,4
925.3103918999208,644.8026195504575,3185.5179169435796,1937.3794792358913,4
5.275439835848583,377.4024733196494,4819.1940739715355,1929.199012328585,6
579.7782734147298,727.7831434771675,3392.729126603179,1904.7354413073372,3
926.6533945890761,4.23226135783563,3917.9999999999636,1794.4999999999854,4
9.76989935956084,600.7841948764868,4372.000000000022,1793.5000000000146,4
651.0719967777666,18.752592890947536,9930.999999999938,1779.9999999999818,7
146.5663252633969,769.5731375802914,5676.5699933528995,1730.727795172379,4
228.84472254240075,989.7403260332619,6072.999999999938,1720.9999999999927,8
768.0,156.46386890877946,3196.6928232257014,1713.8464116128507,2
171.49402628434885,232.0,3347.9999999999854,1693.9999999999927,2
70.48910892285916,942.0031718406811,168910.0786413956,1690.0883329902827,383
190.28900465701633,140.4243969417133,6296.041599202592,1613.364057222214,6
