x,y,flux,mag,SNR
317.90928051166475,81.13071035229639,11832.55468389571,14.817303699431925,9.705844819946686
202.29605311898806,110.31239954747856,14515.689382873874,14.595405834291679,11.895996411360096
180.87277912258304,117.01819804641451,116.57680341384976,19.833469643487547,0.09600315524863964
431.85117976827013,224.3259570066219,29000.80046759666,13.843975036816191,23.65216093068144
933.0494947289376,233.32330500594702,6967.921487340806,15.392241878714655,5.724927389676144
184.68782037093433,338.69404792884745,34375.41737777124,13.659380050085112,27.985554422881886
147.50308321969965,436.7116911576181,6457.983261610811,15.474757712403477,5.306869537516874
618.0250246427021,659.3459633535589,21056.66855650419,14.19152584711833,17.218723950077006
263.3169847145061,661.2750759805921,108515.58333285298,12.411269726669868,86.25048574466925
995.2695532429204,666.2156531082575,6005.177579834852,15.553685363740918,4.935529566641809
232.7742499293776,743.864949225597,1013.4871481778874,17.48545438533768,0.8343717017500935
726.629699377453,762.216316748198,25311.276060534317,13.991714898653276,20.66847511731359
220.92237914832668,828.7178176761963,6150.750861233413,15.527679659754426,5.0549246691699725
51.30958091530874,859.7501043191004,16825.17278894786,14.435101167551752,13.777998527563978
56.97320122030523,866.4256053007123,23383.69980865478,14.0777169323195,19.106753427647323
983.7282319785513,872.6163776726283,6200.727991905215,15.518893298711161,5.095911799061662
59.01658700860979,881.5264479622884,24035.06089851452,14.047886932865243,19.634709784269674
866.0205770593642,886.0701137840083,1812.2523460769262,16.85445332338324,1.4915659611834635
150.8034883598873,889.3394184457518,13606.857935788636,14.665605373745818,11.15458954971536
881.6268864265905,901.9729285649905,5366.066107716318,15.675859953256566,4.411209530473021
326.43344052383617,906.2412468183293,3739.0282931657266,16.068103121335326,3.0753836966619343
95.55358410980308,906.375613867571,32470.55793543924,13.721275622275408,26.451482043528788
975.664501549377,906.5244688762695,15224.066950874047,14.543673287050353,12.473563929658058
66.31389950023572,908.4167805005078,6622.808815518876,15.447394454510068,5.44201264443581
855.5009973087109,914.4287433635484,10477.156263772133,14.949391446659014,8.597978698930115
221.2875726128363,914.9776731421407,4372.291389517875,15.898227255962569,3.595478072862173
876.0575467753121,915.2895229973351,8646.597951160735,15.157886835864902,7.100126255291231
930.6407568301697,915.7275420631414,6965.342065753776,15.39264387662788,5.722813088504606
93.3178943580765,918.2075477952726,49311.15849320312,13.26763698559594,39.94773258323309
938.4069511078321,918.9966507796026,6381.046010511983,15.487770309718343,5.243782311515567
932.273294578522,920.172084808162,8845.238946953523,15.133226076206817,7.262753303193541
289.08220950754855,921.1808628507217,19315.857791493123,14.285215001629885,15.804407560629953
338.2343547810674,922.0700857336882,11861.138983557401,14.8146840129852,9.729197996914467
949.4643196500726,921.6340299405953,15134.030667964671,14.550113475756874,12.400169079414571
146.09739764584194,922.4731111722646,7878.674318317762,15.25886712907875,6.4712238275647405
99.1100713672228,923.9267031578586,38298.34270627151,13.542050047395282,31.138813113456425
934.3763246146459,924.4146049211121,33961.99878526284,13.672516894725586,27.652772795187833
142.24822491712072,925.0178990122877,14211.55545806645,14.618395964596269,11.647940196819572
966.5141196397318,929.0411094497996,22070.732719245774,14.140458121486098,18.041841287019974
75.40400749963966,928.2127065901105,13269.670322781289,14.69284966698651,10.879403606008506
174.00461787190733,928.5341385430622,1927.6445070987484,16.787432637235117,1.5864769448458507
845.7185193375882,927.9204709627156,11948.965683619397,14.806674215312123,9.800949004801987
899.3808023706786,928.2905831682772,16571.905993734395,14.451568847394988,13.571752927738412
934.9470664641046,927.5527103208149,36258.06703062492,13.601488381207298,29.499849309510342
962.326843949874,928.0982003438013,22678.475099144453,14.11096537690501,18.534880369330217
906.22896708318,932.2081981043024,18160.404030234713,14.352186233955074,14.86475529181102
962.4696123747484,931.164393262085,21882.952693226165,14.14973519626502,17.88946190481186
136.06436940981598,933.7622366046065,28160.213435627156,13.875910144637684,22.973027227651688
